repo_name,pr_number,group,task_type,repo_language,merge_quarter,changed_kloc,log1p_changed_kloc,stars,log1p_stars,design_name,propensity_ai,exact_stratum,common_support,overlap_weight,support_exclusion_reason
AgentOps-AI/agentops,981,human,fix,Python,2025-Q2,0.128,0.12044615307586716,4722.0,8.460199469896118,unweighted_full_sample,,fix|Python,True,1.0,
novuhq/novu,7595,human,fix,TypeScript,2025-Q1,0.003,0.002995508979798479,37349.0,10.528088190560963,unweighted_full_sample,,fix|TypeScript,True,1.0,
OneKeyHQ/app-monorepo,7073,human,feat,TypeScript,2025-Q2,0.044,0.04305948946044697,1995.0,7.59890045687141,unweighted_full_sample,,feat|TypeScript,True,1.0,
Helicone/helicone,3711,human,feat,TypeScript,2025-Q2,0.021,0.020782539182528505,4259.0,8.357024439263416,unweighted_full_sample,,feat|TypeScript,True,1.0,
promptfoo/promptfoo,2707,human,fix,TypeScript,2025-Q1,0.016,0.01587334915629015,7809.0,8.963160242833732,unweighted_full_sample,,fix|TypeScript,True,1.0,
seasonedcc/remix-forms,360,human,fix,TypeScript,2025-Q2,0.042,0.04114194333117518,517.0,6.249975242259483,unweighted_full_sample,,fix|TypeScript,True,1.0,
featureform/enrichmcp,32,human,feat,Python,2025-Q2,0.056,0.054488185284069734,583.0,6.369900982828227,unweighted_full_sample,,feat|Python,True,1.0,
mark3labs/mcp-go,13,human,fix,Go,2025-Q1,0.052,0.050693114315518116,6650.0,8.802522498284421,unweighted_full_sample,,fix|Go,True,1.0,
microsoft/vscode-mssql,18821,human,fix,TypeScript,2025-Q1,0.223,0.20130685670503531,1718.0,7.449498005382849,unweighted_full_sample,,fix|TypeScript,True,1.0,
calcom/cal.com,20331,human,fix,TypeScript,2025-Q1,0.115,0.10885440491208209,37399.0,10.529425983402623,unweighted_full_sample,,fix|TypeScript,True,1.0,
jlowin/fastmcp,769,human,fix,Python,2025-Q2,0.002,0.001998002662673056,15491.0,9.648079040634643,unweighted_full_sample,,fix|Python,True,1.0,
calcom/cal.com,19304,human,fix,TypeScript,2025-Q1,0.004,0.003992021269537453,37399.0,10.529425983402623,unweighted_full_sample,,fix|TypeScript,True,1.0,
keephq/keep,3665,human,fix,Python,2025-Q1,0.014,0.013902905168991422,10563.0,9.265207273417023,unweighted_full_sample,,fix|Python,True,1.0,
crewAIInc/crewAI,2573,human,fix,Python,2025-Q2,0.004,0.003992021269537453,35096.0,10.465870935715712,unweighted_full_sample,,fix|Python,True,1.0,
twentyhq/twenty,10415,human,feat,TypeScript,2025-Q1,0.262,0.23269776411902143,34726.0,10.455272761356362,unweighted_full_sample,,feat|TypeScript,True,1.0,
microsoft/vscode,242228,human,fix,TypeScript,2025-Q1,0.012,0.011928570865273802,175171.0,12.073523627360677,unweighted_full_sample,,fix|TypeScript,True,1.0,
crewAIInc/crewAI,2182,human,fix,Python,2025-Q1,0.01,0.009950330853168083,35096.0,10.465870935715712,unweighted_full_sample,,fix|Python,True,1.0,
AmoyLab/Unla,84,human,feat,TypeScript,2025-Q2,0.127,0.11955923505763925,1497.0,7.311886164077165,unweighted_full_sample,,feat|TypeScript,True,1.0,
liam-hq/liam,892,human,fix,TypeScript,2025-Q1,0.006,0.005982071677547464,4194.0,8.341648618901306,unweighted_full_sample,,fix|TypeScript,True,1.0,
Skyvern-AI/skyvern,2750,human,feat,Python,2025-Q2,0.009,0.008959741371471904,13976.0,9.545168400484906,unweighted_full_sample,,feat|Python,True,1.0,
calcom/cal.com,20081,human,fix,TypeScript,2025-Q1,0.01,0.009950330853168083,37399.0,10.529425983402623,unweighted_full_sample,,fix|TypeScript,True,1.0,
Skyvern-AI/skyvern,2300,human,refactor,Python,2025-Q2,0.011,0.010939940038334364,13976.0,9.545168400484906,unweighted_full_sample,,refactor|Python,True,1.0,
Azure/azure-storage-azcopy,3010,human,feat,Go,2025-Q2,4.468,1.6989129188617031,647.0,6.473890696352274,unweighted_full_sample,,feat|Go,True,1.0,
OneKeyHQ/app-monorepo,7229,human,fix,TypeScript,2025-Q2,0.028,0.027615167032973367,1995.0,7.59890045687141,unweighted_full_sample,,fix|TypeScript,True,1.0,
amantus-ai/vibetunnel,18,human,feat,TypeScript,2025-Q2,1.873,1.0553567799971524,1691.0,7.433666540166168,unweighted_full_sample,,feat|TypeScript,True,1.0,
microsoft/react-native-windows,14428,human,feat,C++,2025-Q1,0.079,0.0760346862759976,16932.0,9.737019659665341,unweighted_full_sample,,feat|C++,True,1.0,
onlook-dev/onlook,1963,human,feat,TypeScript,2025-Q2,0.186,0.1705863005755337,21192.0,9.961426217456575,unweighted_full_sample,,feat|TypeScript,True,1.0,
calcom/cal.com,20476,human,fix,TypeScript,2025-Q2,0.076,0.07325046173959267,37399.0,10.529425983402623,unweighted_full_sample,,fix|TypeScript,True,1.0,
stack-auth/stack-auth,670,human,fix,TypeScript,2025-Q2,0.017,0.0168571170664229,6033.0,8.705165419719007,unweighted_full_sample,,fix|TypeScript,True,1.0,
jina-ai/node-DeepResearch,31,human,fix,TypeScript,2025-Q1,0.033,0.032467190137501496,4693.0,8.454040376410969,unweighted_full_sample,,fix|TypeScript,True,1.0,
rsyslog/rsyslog,5595,human,fix,C,2025-Q1,0.01,0.009950330853168083,2165.0,7.680637427560936,unweighted_full_sample,,fix|C,True,1.0,
yamadashy/repomix,313,human,feat,TypeScript,2025-Q1,1.77,1.0188473201992472,18206.0,9.809561414503964,unweighted_full_sample,,feat|TypeScript,True,1.0,
microsoft/vscode-pull-request-github,6582,human,fix,TypeScript,2025-Q1,0.001,0.0009995003330835331,2421.0,7.792348924113037,unweighted_full_sample,,fix|TypeScript,True,1.0,
calcom/cal.com,21147,human,feat,TypeScript,2025-Q2,0.078,0.07510747248680541,37399.0,10.529425983402623,unweighted_full_sample,,feat|TypeScript,True,1.0,
go-vikunja/vikunja,671,human,fix,Go,2025-Q2,0.004,0.003992021269537453,2080.0,7.640603826393634,unweighted_full_sample,,fix|Go,True,1.0,
pterm/pterm,709,human,feat,Go,2025-Q2,0.066,0.0639133257436528,5194.0,8.555451903533328,unweighted_full_sample,,feat|Go,True,1.0,
yamadashy/repomix,353,human,feat,TypeScript,2025-Q1,1.077,0.7309245448939752,18206.0,9.809561414503964,unweighted_full_sample,,feat|TypeScript,True,1.0,
mtrojnar/osslsigncode,423,human,feat,C,2025-Q1,0.647,0.4989554511955033,929.0,6.835184586147301,unweighted_full_sample,,feat|C,True,1.0,
AgentOps-AI/agentops,811,human,feat,Python,2025-Q1,1.52,0.924258901523332,4722.0,8.460199469896118,unweighted_full_sample,,feat|Python,True,1.0,
huggingface/huggingface_hub,3005,human,feat,Python,2025-Q2,0.405,0.3400373027857091,2806.0,7.939871576361883,unweighted_full_sample,,feat|Python,True,1.0,
getsentry/sentry-javascript,14887,human,feat,TypeScript,2025-Q1,0.299,0.2615947376884625,8353.0,9.03049574505712,unweighted_full_sample,,feat|TypeScript,True,1.0,
goat-sdk/goat,470,human,fix,TypeScript,2025-Q2,0.012,0.011928570865273802,798.0,6.683360945766275,unweighted_full_sample,,fix|TypeScript,True,1.0,
lingodotdev/lingo.dev,543,human,fix,TypeScript,2025-Q1,0.03,0.0295588022415444,2784.0,7.932003152361385,unweighted_full_sample,,fix|TypeScript,True,1.0,
mendableai/firecrawl,1409,human,feat,TypeScript,2025-Q2,0.037,0.036331929247390274,43970.0,10.69128560469541,unweighted_full_sample,,feat|TypeScript,True,1.0,
onyx-dot-app/onyx,4956,human,fix,Python,2025-Q2,0.03,0.0295588022415444,13231.0,9.490393417263473,unweighted_full_sample,,fix|Python,True,1.0,
crewAIInc/crewAI,1903,human,fix,Python,2025-Q1,0.011,0.010939940038334364,35096.0,10.465870935715712,unweighted_full_sample,,fix|Python,True,1.0,
liam-hq/liam,2190,human,refactor,TypeScript,2025-Q2,0.019,0.01882175424058776,4194.0,8.341648618901306,unweighted_full_sample,,refactor|TypeScript,True,1.0,
remotion-dev/remotion,5093,human,fix,TypeScript,2025-Q2,0.328,0.28367405105424215,23319.0,10.057066640464429,unweighted_full_sample,,fix|TypeScript,True,1.0,
goat-sdk/goat,461,human,fix,TypeScript,2025-Q2,0.207,0.18813794211539445,798.0,6.683360945766275,unweighted_full_sample,,fix|TypeScript,True,1.0,
promptfoo/promptfoo,2526,human,fix,TypeScript,2025-Q1,0.026,0.02566774674857779,7809.0,8.963160242833732,unweighted_full_sample,,fix|TypeScript,True,1.0,
Kanaries/graphic-walker,437,human,fix,TypeScript,2025-Q2,0.044,0.04305948946044697,2898.0,7.972121128921655,unweighted_full_sample,,fix|TypeScript,True,1.0,
microsoft/vscode,240745,human,feat,TypeScript,2025-Q1,0.061,0.05921185963184608,175171.0,12.073523627360677,unweighted_full_sample,,feat|TypeScript,True,1.0,
box/box-ui-elements,4034,human,feat,JavaScript,2025-Q1,0.01,0.009950330853168083,546.0,6.304448802421981,unweighted_full_sample,,feat|JavaScript,True,1.0,
goat-sdk/goat,417,human,fix,TypeScript,2025-Q1,0.013,0.012916225266546328,798.0,6.683360945766275,unweighted_full_sample,,fix|TypeScript,True,1.0,
liam-hq/liam,539,human,fix,TypeScript,2025-Q1,0.171,0.1578580846155803,4194.0,8.341648618901306,unweighted_full_sample,,fix|TypeScript,True,1.0,
mlflow/mlflow,15250,human,feat,Python,2025-Q2,16.428,2.858078108255196,21402.0,9.971286378100563,unweighted_full_sample,,feat|Python,True,1.0,
microsoft/vscode,239134,human,fix,TypeScript,2025-Q1,0.004,0.003992021269537453,175171.0,12.073523627360677,unweighted_full_sample,,fix|TypeScript,True,1.0,
liam-hq/liam,1763,human,fix,TypeScript,2025-Q2,0.179,0.16466662155523387,4194.0,8.341648618901306,unweighted_full_sample,,fix|TypeScript,True,1.0,
commaai/opendbc,1857,human,refactor,Python,2025-Q1,0.015,0.014888612493750654,2457.0,7.80710329012598,unweighted_full_sample,,refactor|Python,True,1.0,
Azure/azure-storage-fuse,1785,human,fix,Go,2025-Q2,0.002,0.001998002662673056,763.0,6.638567789166521,unweighted_full_sample,,fix|Go,True,1.0,
microsoft/vscode,250057,human,fix,TypeScript,2025-Q2,0.002,0.001998002662673056,175171.0,12.073523627360677,unweighted_full_sample,,fix|TypeScript,True,1.0,
bytebot-ai/bytebot,18,human,feat,TypeScript,2025-Q2,1.605,0.9574326752053302,931.0,6.837332814685591,unweighted_full_sample,,feat|TypeScript,True,1.0,
seasonedcc/remix-forms,283,human,fix,TypeScript,2025-Q1,0.719,0.5417427264007122,517.0,6.249975242259483,unweighted_full_sample,,fix|TypeScript,True,1.0,
microsoft/HydraLab,698,human,feat,Java,2025-Q2,0.79,0.5822156198526637,1003.0,6.911747300251674,unweighted_full_sample,,feat|Java,True,1.0,
mlflow/mlflow,14632,human,feat,Python,2025-Q1,0.242,0.21672298351128702,21402.0,9.971286378100563,unweighted_full_sample,,feat|Python,True,1.0,
rsyslog/rsyslog,5625,human,fix,C,2025-Q2,0.008,0.007968169649176874,2165.0,7.680637427560936,unweighted_full_sample,,fix|C,True,1.0,
openai/openai-realtime-agents,69,human,refactor,TypeScript,2025-Q2,0.002,0.001998002662673056,6099.0,8.716044050161402,unweighted_full_sample,,refactor|TypeScript,True,1.0,
microsoft/onnxruntime,24627,human,refactor,C++,2025-Q2,0.018,0.017839918128331,17361.0,9.762039188951753,unweighted_full_sample,,refactor|C++,True,1.0,
remotion-dev/remotion,5109,human,fix,TypeScript,2025-Q2,0.344,0.2956502421009578,23319.0,10.057066640464429,unweighted_full_sample,,fix|TypeScript,True,1.0,
wix/react-native-ui-lib,3554,human,fix,TypeScript,2025-Q1,0.005,0.004987541511039074,6892.0,8.838261682885651,unweighted_full_sample,,fix|TypeScript,True,1.0,
liam-hq/liam,838,human,feat,TypeScript,2025-Q1,1.754,1.013054400306463,4194.0,8.341648618901306,unweighted_full_sample,,feat|TypeScript,True,1.0,
RooCodeInc/Roo-Code,1751,human,feat,TypeScript,2025-Q1,2.273,1.1857069955190436,17756.0,9.784535083358834,unweighted_full_sample,,feat|TypeScript,True,1.0,
gofiber/fiber,3359,human,feat,Go,2025-Q1,0.252,0.22474227267790678,37269.0,10.525943992473303,unweighted_full_sample,,feat|Go,True,1.0,
calcom/cal.com,19343,human,fix,TypeScript,2025-Q1,0.002,0.001998002662673056,37399.0,10.529425983402623,unweighted_full_sample,,fix|TypeScript,True,1.0,
dropseed/plain,47,human,refactor,Python,2025-Q2,2.413,1.22759166992457,619.0,6.429719478039138,unweighted_full_sample,,refactor|Python,True,1.0,
liam-hq/liam,2231,human,feat,TypeScript,2025-Q2,0.37,0.31481073984003355,4194.0,8.341648618901306,unweighted_full_sample,,feat|TypeScript,True,1.0,
SoftFever/OrcaSlicer,9643,human,fix,C++,2025-Q2,0.05,0.04879016416943201,10280.0,9.238052810542719,unweighted_full_sample,,fix|C++,True,1.0,
OneKeyHQ/app-monorepo,6645,human,fix,TypeScript,2025-Q1,0.009,0.008959741371471904,1995.0,7.59890045687141,unweighted_full_sample,,fix|TypeScript,True,1.0,
antiwork/shortest,336,human,fix,TypeScript,2025-Q1,0.009,0.008959741371471904,5179.0,8.55256033525353,unweighted_full_sample,,fix|TypeScript,True,1.0,
strawberry-graphql/strawberry,3907,human,refactor,Python,2025-Q2,0.008,0.007968169649176874,4345.0,8.377011160816375,unweighted_full_sample,,refactor|Python,True,1.0,
promptfoo/promptfoo,4113,human,fix,TypeScript,2025-Q2,0.09,0.08617769624105233,7809.0,8.963160242833732,unweighted_full_sample,,fix|TypeScript,True,1.0,
Skyvern-AI/skyvern,1542,human,refactor,Python,2025-Q1,0.034,0.03343477608623739,13976.0,9.545168400484906,unweighted_full_sample,,refactor|Python,True,1.0,
tokens-studio/figma-plugin,3320,human,fix,TypeScript,2025-Q2,0.025,0.0246926125903715,1469.0,7.293017679772782,unweighted_full_sample,,fix|TypeScript,True,1.0,
AgentOps-AI/agentops,819,human,feat,Python,2025-Q1,2.89,1.358409157630355,4722.0,8.460199469896118,unweighted_full_sample,,feat|Python,True,1.0,
whitphx/stlite,1213,human,feat,TypeScript,2025-Q1,0.16,0.14842000511827327,1446.0,7.277247726631484,unweighted_full_sample,,feat|TypeScript,True,1.0,
crewAIInc/crewAI,2582,human,feat,Python,2025-Q2,1.391,0.8717116884761877,35096.0,10.465870935715712,unweighted_full_sample,,feat|Python,True,1.0,
comet-ml/opik,1311,human,feat,Python,2025-Q1,0.057,0.055434706888100586,11956.0,9.38907215991958,unweighted_full_sample,,feat|Python,True,1.0,
objectionary/eo,4325,human,fix,Java,2025-Q2,0.063,0.061095099359810875,1239.0,7.122866658599083,unweighted_full_sample,,fix|Java,True,1.0,
razimantv/mazegenerator,12,human,feat,C++,2025-Q2,0.646,0.4983481022548781,1072.0,6.9782137426306985,unweighted_full_sample,,feat|C++,True,1.0,
onlook-dev/onlook,1938,human,feat,TypeScript,2025-Q2,0.002,0.001998002662673056,21192.0,9.961426217456575,unweighted_full_sample,,feat|TypeScript,True,1.0,
opengisch/QField,6349,human,fix,C++,2025-Q2,0.014,0.013902905168991422,1002.0,6.910750787961936,unweighted_full_sample,,fix|C++,True,1.0,
crewAIInc/crewAI,3058,human,feat,Python,2025-Q2,0.373,0.316998126785834,35096.0,10.465870935715712,unweighted_full_sample,,feat|Python,True,1.0,
mlflow/mlflow,14689,human,fix,Python,2025-Q1,0.037,0.036331929247390274,21402.0,9.971286378100563,unweighted_full_sample,,fix|Python,True,1.0,
analogdotnow/Analog,119,human,fix,TypeScript,2025-Q2,0.011,0.010939940038334364,1079.0,6.984716320118265,unweighted_full_sample,,fix|TypeScript,True,1.0,
rsyslog/rsyslog,5720,human,fix,C,2025-Q2,0.003,0.002995508979798479,2165.0,7.680637427560936,unweighted_full_sample,,fix|C,True,1.0,
BerriAI/litellm,10456,human,feat,Python,2025-Q2,0.024,0.023716526617316044,26663.0,10.191069619987575,unweighted_full_sample,,feat|Python,True,1.0,
liam-hq/liam,1997,human,fix,TypeScript,2025-Q2,0.002,0.001998002662673056,4194.0,8.341648618901306,unweighted_full_sample,,fix|TypeScript,True,1.0,
lingodotdev/lingo.dev,866,human,fix,TypeScript,2025-Q2,0.013,0.012916225266546328,2784.0,7.932003152361385,unweighted_full_sample,,fix|TypeScript,True,1.0,
openai/openai-agents-python,386,human,fix,Python,2025-Q2,0.002,0.001998002662673056,13119.0,9.48189306249808,unweighted_full_sample,,fix|Python,True,1.0,
blorm-network/ZerePy,62,human,feat,Python,2025-Q1,0.019,0.01882175424058776,587.0,6.376726947898627,unweighted_full_sample,,feat|Python,True,1.0,
sourcebot-dev/sourcebot,331,human,feat,TypeScript,2025-Q2,0.078,0.07510747248680541,2036.0,7.619233416226805,unweighted_full_sample,,feat|TypeScript,True,1.0,
celestiaorg/celestia-core,1997,human,fix,Go,2025-Q2,0.037,0.036331929247390274,531.0,6.2766434893416445,unweighted_full_sample,,fix|Go,True,1.0,
langchain-ai/langsmith-sdk,1641,human,fix,Python,2025-Q2,0.005,0.004987541511039074,606.0,6.408528791059498,unweighted_full_sample,,fix|Python,True,1.0,
roboflow/inference,1129,human,fix,Python,2025-Q2,0.162,0.1501426584297195,1824.0,7.509335266016592,unweighted_full_sample,,fix|Python,True,1.0,
OHIF/Viewers,4791,human,fix,TypeScript,2025-Q1,0.362,0.30895420772732063,3740.0,8.227108234348146,unweighted_full_sample,,fix|TypeScript,True,1.0,
miurla/morphic,421,human,feat,TypeScript,2025-Q1,0.047,0.045928931888399804,7858.0,8.969414650866176,unweighted_full_sample,,feat|TypeScript,True,1.0,
jina-ai/node-DeepResearch,61,human,fix,TypeScript,2025-Q1,0.096,0.0916671885258238,4693.0,8.454040376410969,unweighted_full_sample,,fix|TypeScript,True,1.0,
tinygrad/tinygrad,10074,human,fix,Python,2025-Q2,0.002,0.001998002662673056,29760.0,10.300954090533025,unweighted_full_sample,,fix|Python,True,1.0,
Azure/azure-sdk-for-js,34088,human,fix,TypeScript,2025-Q2,0.006,0.005982071677547464,2222.0,7.706612913964197,unweighted_full_sample,,fix|TypeScript,True,1.0,
AgentOps-AI/agentops,1018,human,feat,Python,2025-Q2,0.827,0.6026752773958697,4722.0,8.460199469896118,unweighted_full_sample,,feat|Python,True,1.0,
microsoft/roosterjs,2994,human,fix,TypeScript,2025-Q2,0.008,0.007968169649176874,1266.0,7.144407180321139,unweighted_full_sample,,fix|TypeScript,True,1.0,
marimo-team/marimo,5436,human,feat,Python,2025-Q2,0.013,0.012916225266546328,14933.0,9.611395771595648,unweighted_full_sample,,feat|Python,True,1.0,
microsoft/vscode,244285,human,fix,TypeScript,2025-Q1,0.013,0.012916225266546328,175171.0,12.073523627360677,unweighted_full_sample,,fix|TypeScript,True,1.0,
liam-hq/liam,2008,human,fix,TypeScript,2025-Q2,0.162,0.1501426584297195,4194.0,8.341648618901306,unweighted_full_sample,,fix|TypeScript,True,1.0,
onlook-dev/onlook,1897,human,fix,TypeScript,2025-Q2,1.027,0.7065568674698629,21192.0,9.961426217456575,unweighted_full_sample,,fix|TypeScript,True,1.0,
onlook-dev/onlook,1731,human,fix,TypeScript,2025-Q2,0.013,0.012916225266546328,21192.0,9.961426217456575,unweighted_full_sample,,fix|TypeScript,True,1.0,
goat-sdk/goat,409,human,fix,TypeScript,2025-Q1,0.013,0.012916225266546328,798.0,6.683360945766275,unweighted_full_sample,,fix|TypeScript,True,1.0,
PriorLabs/TabPFN,103,human,fix,Python,2025-Q1,0.007,0.006975613736425242,4181.0,8.338544879988579,unweighted_full_sample,,fix|Python,True,1.0,
crewAIInc/crewAI,2009,human,refactor,Python,2025-Q1,0.019,0.01882175424058776,35096.0,10.465870935715712,unweighted_full_sample,,refactor|Python,True,1.0,
bruin-data/bruin,585,human,feat,Go,2025-Q2,0.15,0.13976194237515868,962.0,6.870053411798126,unweighted_full_sample,,feat|Go,True,1.0,
prebid/Prebid.js,13093,human,feat,JavaScript,2025-Q2,0.638,0.4934759854308777,1467.0,7.291656209174461,unweighted_full_sample,,feat|JavaScript,True,1.0,
marimo-team/marimo,4279,human,feat,Python,2025-Q1,0.127,0.11955923505763925,14933.0,9.611395771595648,unweighted_full_sample,,feat|Python,True,1.0,
microsoft/generative-ai-with-javascript,145,human,fix,JavaScript,2025-Q2,0.002,0.001998002662673056,839.0,6.733401891837359,unweighted_full_sample,,fix|JavaScript,True,1.0,
mendableai/firecrawl,1662,human,feat,TypeScript,2025-Q2,0.002,0.001998002662673056,43970.0,10.69128560469541,unweighted_full_sample,,feat|TypeScript,True,1.0,
voideditor/void,389,human,fix,TypeScript,2025-Q2,0.922,0.6533663105481008,26276.0,10.176449310831199,unweighted_full_sample,,fix|TypeScript,True,1.0,
adaline/gateway,95,human,fix,TypeScript,2025-Q2,0.229,0.20620083058389777,528.0,6.270988431858299,unweighted_full_sample,,fix|TypeScript,True,1.0,
elixir-lsp/vscode-elixir-ls,452,human,feat,TypeScript,2025-Q1,0.007,0.006975613736425242,571.0,6.349138991379798,unweighted_full_sample,,feat|TypeScript,True,1.0,
OneKeyHQ/app-monorepo,7384,human,feat,TypeScript,2025-Q2,0.231,0.20782684720231648,1995.0,7.59890045687141,unweighted_full_sample,,feat|TypeScript,True,1.0,
tokens-studio/figma-plugin,3241,human,fix,TypeScript,2025-Q1,0.138,0.12927233570413918,1469.0,7.293017679772782,unweighted_full_sample,,fix|TypeScript,True,1.0,
crewAIInc/crewAI,2816,human,feat,Python,2025-Q2,0.149,0.13889199886661863,35096.0,10.465870935715712,unweighted_full_sample,,feat|Python,True,1.0,
rsyslog/rsyslog,5540,human,refactor,C,2025-Q1,0.012,0.011928570865273802,2165.0,7.680637427560936,unweighted_full_sample,,refactor|C,True,1.0,
crewAIInc/crewAI-tools,341,human,feat,Python,2025-Q2,0.044,0.04305948946044697,1177.0,7.071573364211532,unweighted_full_sample,,feat|Python,True,1.0,
onlook-dev/onlook,1746,human,refactor,TypeScript,2025-Q2,0.088,0.08434114843375087,21192.0,9.961426217456575,unweighted_full_sample,,refactor|TypeScript,True,1.0,
calcom/cal.com,21011,human,fix,TypeScript,2025-Q2,0.013,0.012916225266546328,37399.0,10.529425983402623,unweighted_full_sample,,fix|TypeScript,True,1.0,
SimonHalvdansson/Harmonic-HN,204,human,feat,Java,2025-Q2,0.004,0.003992021269537453,746.0,6.616065185132817,unweighted_full_sample,,feat|Java,True,1.0,
OpenPipe/ART,104,human,feat,Python,2025-Q2,0.405,0.3400373027857091,4108.0,8.32093496888341,unweighted_full_sample,,feat|Python,True,1.0,
liam-hq/liam,1821,human,fix,TypeScript,2025-Q2,0.206,0.1873090983049937,4194.0,8.341648618901306,unweighted_full_sample,,fix|TypeScript,True,1.0,
tegnike/aituber-kit,284,human,feat,TypeScript,2025-Q1,0.139,0.1301506844650451,698.0,6.54965074223381,unweighted_full_sample,,feat|TypeScript,True,1.0,
primer/react,5760,human,refactor,TypeScript,2025-Q1,0.047,0.045928931888399804,3613.0,8.192570471152173,unweighted_full_sample,,refactor|TypeScript,True,1.0,
bespokelabsai/curator,541,human,refactor,Python,2025-Q1,0.01,0.009950330853168083,1465.0,7.290292882446597,unweighted_full_sample,,refactor|Python,True,1.0,
crewAIInc/crewAI,3047,human,fix,Python,2025-Q2,5.615,1.889339797566919,35096.0,10.465870935715712,unweighted_full_sample,,fix|Python,True,1.0,
liam-hq/liam,966,human,feat,TypeScript,2025-Q1,0.013,0.012916225266546328,4194.0,8.341648618901306,unweighted_full_sample,,feat|TypeScript,True,1.0,
goat-sdk/goat,193,human,refactor,TypeScript,2025-Q1,0.2,0.18232155679395462,798.0,6.683360945766275,unweighted_full_sample,,refactor|TypeScript,True,1.0,
Azure/azure-sdk-for-js,33756,human,feat,TypeScript,2025-Q2,0.552,0.43954442176102704,2222.0,7.706612913964197,unweighted_full_sample,,feat|TypeScript,True,1.0,
tldraw/tldraw,5975,human,fix,TypeScript,2025-Q2,0.054,0.05259245011917058,41090.0,10.623544398402931,unweighted_full_sample,,fix|TypeScript,True,1.0,
wandb/weave,3916,human,fix,Python,2025-Q1,0.031,0.030529205034822874,950.0,6.85751406254539,unweighted_full_sample,,fix|Python,True,1.0,
marimo-team/marimo,4048,human,refactor,Python,2025-Q1,0.937,0.6611403844248589,14933.0,9.611395771595648,unweighted_full_sample,,refactor|Python,True,1.0,
liam-hq/liam,1650,human,refactor,TypeScript,2025-Q2,0.007,0.006975613736425242,4194.0,8.341648618901306,unweighted_full_sample,,refactor|TypeScript,True,1.0,
seasonedcc/remix-forms,299,human,fix,TypeScript,2025-Q2,0.058,0.05638033343610764,517.0,6.249975242259483,unweighted_full_sample,,fix|TypeScript,True,1.0,
Blaizzy/mlx-vlm,290,human,fix,Python,2025-Q2,0.008,0.007968169649176874,1551.0,7.347299700743164,unweighted_full_sample,,fix|Python,True,1.0,
microsoft/git,764,human,fix,C,2025-Q2,0.008,0.007968169649176874,852.0,6.748759547491679,unweighted_full_sample,,fix|C,True,1.0,
subzeroid/instagrapi,2183,human,fix,Python,2025-Q2,0.002,0.001998002662673056,5299.0,8.575462099540212,unweighted_full_sample,,fix|Python,True,1.0,
janbjorge/pgqueuer,283,human,fix,Python,2025-Q1,0.008,0.007968169649176874,1324.0,7.1891677384203225,unweighted_full_sample,,fix|Python,True,1.0,
appsmithorg/appsmith,39140,human,fix,TypeScript,2025-Q1,0.052,0.050693114315518116,37596.0,10.534679538960773,unweighted_full_sample,,fix|TypeScript,True,1.0,
liam-hq/liam,1386,human,feat,TypeScript,2025-Q2,0.138,0.12927233570413918,4194.0,8.341648618901306,unweighted_full_sample,,feat|TypeScript,True,1.0,
Blaizzy/mlx-vlm,215,human,feat,Python,2025-Q1,0.001,0.0009995003330835331,1551.0,7.347299700743164,unweighted_full_sample,,feat|Python,True,1.0,
reown-com/appkit,4030,human,feat,TypeScript,2025-Q1,0.649,0.5001690435774618,5202.0,8.556990661290303,unweighted_full_sample,,feat|TypeScript,True,1.0,
thirdweb-dev/js,6346,human,refactor,TypeScript,2025-Q1,0.024,0.023716526617316044,538.0,6.289715570908998,unweighted_full_sample,,refactor|TypeScript,True,1.0,
crewAIInc/crewAI,3014,human,fix,Python,2025-Q2,0.006,0.005982071677547464,35096.0,10.465870935715712,unweighted_full_sample,,fix|Python,True,1.0,
Blaizzy/mlx-vlm,249,human,feat,Python,2025-Q1,0.008,0.007968169649176874,1551.0,7.347299700743164,unweighted_full_sample,,feat|Python,True,1.0,
featureform/enrichmcp,13,human,fix,Python,2025-Q2,0.124,0.11689375147149933,583.0,6.369900982828227,unweighted_full_sample,,fix|Python,True,1.0,
lingodotdev/lingo.dev,505,human,feat,TypeScript,2025-Q1,0.195,0.178146185383474,2784.0,7.932003152361385,unweighted_full_sample,,feat|TypeScript,True,1.0,
Azure/azure-sdk-for-python,40382,human,feat,Python,2025-Q2,0.373,0.316998126785834,5011.0,8.51959031601596,unweighted_full_sample,,feat|Python,True,1.0,
openai/openai-agents-js,68,human,fix,TypeScript,2025-Q2,0.01,0.009950330853168083,925.0,6.8308742346461795,unweighted_full_sample,,fix|TypeScript,True,1.0,
yamadashy/repomix,527,human,feat,TypeScript,2025-Q2,0.098,0.09349034308733889,18206.0,9.809561414503964,unweighted_full_sample,,feat|TypeScript,True,1.0,
calcom/cal.com,20440,human,feat,TypeScript,2025-Q2,0.164,0.15186234930924608,37399.0,10.529425983402623,unweighted_full_sample,,feat|TypeScript,True,1.0,
vdaas/vald,2937,human,feat,Go,2025-Q2,23.08,3.1813816204406202,1629.0,7.396335293800808,unweighted_full_sample,,feat|Go,True,1.0,
Azure/azure-sdk-for-js,32578,human,feat,TypeScript,2025-Q1,3.429,1.488173824941061,2222.0,7.706612913964197,unweighted_full_sample,,feat|TypeScript,True,1.0,
